   0.0000000000000000        1000.0000000000000     
  0.50000000000000000              650
   1.0000000000000000              422
   1.5000000000000000              274
   2.0000000000000000              178
   2.5000000000000000              115
   3.0000000000000000               74
   3.5000000000000000               48
   4.0000000000000000               31
   4.5000000000000000               20
   5.0000000000000000               13
   5.5000000000000000                8
   6.0000000000000000                5
   6.5000000000000000                3
   7.0000000000000000                1
   7.5000000000000000                0
   8.0000000000000000                0
   8.5000000000000000                0
   9.0000000000000000                0
   9.5000000000000000                0
   10.000000000000000                0
